,Id (Review),Review,Sentiment
6642,283293,security has a habit of blocking the charger and putting cones in the other nearby spots,Positive
6643,283292,Units 1A and 1B marked Out of Service by Tesla. Unit 2A wouldn't work for me. Charging okay on 4A. ,Negative
6644,283290,stations were full,Negative
6645,283283,Very nice!  Appreciate the charge!!,Positive
6646,283282,Why pay here when it's free just a couple blocks away?  Four stations at Lunds/Bylery's.,Negative
6647,283280,"Was able to grab a spot in the back. #4 is open, but charger might be down. Prius with Uber sticker in front is done charging, but still plugged in.",Negative
6648,283277,"Chademo are easy to see on Main, enter from Main or 1st. City Volt was parked in chargepoint charging spot but not charging.",Negative
6649,283275,2014 Nissan Leaf - Level 3,Positive
6650,283273,They are in the process of removing the charger since the employee they had it for has left. Maybe they will keep it. Our car didn't like it. ,Negative
6651,283271,One PEP station with 2 outlets. Worked great!,Positive
6652,283267,Quick charger working great thanks Nathan and also the clipper creek are the best for 240 volt charging.,Positive
6653,283266,"All spots taken, no one has checked in except for the model S. Would love to be plugged in :)",Negative
6654,283264,Looks like the level 2 station furthest to the left is now working. See valet for activation.,Positive
6655,283263,"3 Blink units at 0.39/kWh for members. Enter from nw Lincoln st, parking lot P3 behind building. ",Positive
6656,283259,"swiper does not work but you can call And have them manually start it within seconds.    keep your homemade ""not working signs"" at home",Positive
6657,283258,Almost ICEd by the service dept. Two serviced vehicles parked directly in front of the EV station! Right side plug reaches the 3rd spot though. ,Negative
6658,283254,Super convenient topping off before Denver trip!,Positive
6659,283249,"Greenlots app or keychain dongle is required for level 3, but it is still free, unless something changed within the last 10 days.",Positive
6660,283247,Nice charging station with plenty of food and drink options. My first ever Supercharger experience and it was a great one!,Positive
6661,283246,"QuickCharger is out of service. Two Level 2 chargers work. Nissan employee ""just works here"", so he has no idea what the problem is or when it will be fixed. ChargePoint is so unreliable. EVgo is impressive with there service and actually have their chargers working. ",Negative
6662,283244,validated parking in the lobby and didn't pay for a less than 20 minute session,Positive
6663,283243,"The site host has cycled the station and it is back to available. Thanks, Greenlots",Positive
6664,283242,first successful public charge. longest drive to date for me!,Positive
6665,283241,Tr‘s bien situ©. Dommage pour le nombre.  Une seule borne mais un d©licieux repas,Positive
6666,283240,"I just talked with our tech team and they are deeply focused on this issue. We have replaced the failing parts a couple of time only to see the fail in fairly short order. Right now, we don't have full confidence in the components we are being supplied with. As a result, our tech team is getting all components for this issue sent to them so they can systematically check them for reliability before deploying them into the field. This should result in more of a permanent fix and much higher reliability at this station.",Positive
6667,283239,"Chargers are inside, not available outside of business hours (as stated in description)",Negative
6668,283234,broke,Negative
6669,283233,the place is setup well. when royal farms opens this place will be busy.,Positive
6670,283231,Had difficulty with credit card reader.   Manager said to try swiping upward.   It accepted right away.   Thanks nice manager lady!,Negative
6671,283230,"DC fast charger still has error message, plus the Spots are still not marked for EV vehicles only.",Negative
6672,283228,"Look for the large brown & beige ""Creative Designs"" sign which is easily visible from Route 45.",Positive
6673,283222,2 high-powered wall connectors. I had the suspension set to low and bottomed out as pulling into the garage. Be sure to raise up. ,Positive
6674,283221,Could not connect through app,Negative
6675,283220,charger fault. Could not reset.,Negative
6676,283217,SAE Combo and CHAdeMO currently being installed. Not wired up as of 8/3/2015,Negative
6677,283215,65 kw. arriv© _ 22%. ,Positive
6678,283214,Iced,Negative
6679,283210,Fiat 500e ,Positive
6680,283208,"The iPhone app unable to communicate to Greenlots servers. Another unsuccessful charging session with Greenlots supported devices. But at least the charger is there and one day it will be ready to go. It's a dual port CHademo/SAE Combo DCQC, actually a very nice one, just wondering why there are constant technical problems recently even with a brand new chargers. How can we want more electric vehicles on the road when the infrastructure is absolutely unreliable?",Negative
6681,283207,"2 spots on 3rd floor right next to walkway to hotel casino. Very convenient. Also, can't beat free charging. ",Positive
6682,283206,One spot blocked by shopping carts when I got there. ,Negative
6683,283204,"Blink stations work fine, NRG units still not online. Peaked inside and only the communications unit is up, no charging equipment yet.",Positive
6684,283200,all four chargers working Again,Positive
6685,283194,Number 1 in front & number 4 in back by motorpool are out of order it seems permanently. ,Negative
6686,283191,Level 2 charger is slooooow...,Negative
6687,283188,L3 still down and getting very dusty.,Negative
6688,283182,Stopped here to charge the car and had lunch .... Two Tesla chargers at the back  of the hotel slow 24m/h,Positive
6689,283180,Requires a free app,Positive
6690,283179,Charging at 16 mi/hr,Positive
6691,283175,The station is only delivering 1.7 kW .. ,Negative
6692,283174,"blue leaf on charger for 50 min so far, at 95%. frustrated.  no owner in sight. people, 30 min limit on quick charge please. Use level2 if you want 100%.",Negative
6693,283173,How much do these cost?  They don't show up on chargepoint.,Negative
6694,283171,Emergency button was pressed. Had to reset the unit. Now charging on left CHAdeMO. Rights CHAdeMO states it's ready.,Positive
6695,283170,Extremely friendly. Gave the salesman a tour of my model S. He set the kids up with snacks and TV. ,Positive
6696,283168,I have been calling NRG everyday to try and find out any info about these getting fixed and get quite the runaround and never a solid answer. Any one else having any luck or helping to apply the pressure to NRG?,Negative
6697,283165,"I did get to charge but all the other stations were ICED.  it's too bad that these things nearly always get placed right by entrances, so there's nearly always some conflict. that said with 20 charge stations there should be a good turnover and if you get there early you might only have approx. 40 min wait for a charging spot.",Positive
6698,283164,Thanks to Vadim and Dave for staying late to let us charge last night.  The wine was wonderful and we look forward to sharing with our family!,Positive
6699,283163,25-26 MPH Charge rate!,Positive
6700,283161,Charging area left side of the leasing office,Positive
6701,283159,had to park in the service bay. guys pls be responsible.,Negative
6702,283157,"if you need the L2 pls use the ones in the front they have two up there. when you leave your leaf covering the evgo spot, it is aweful.",Positive
6703,283154,"Available, fast (~32MPH), and free.  Just not a whole lot in the area to occupy a couple of hours.",Positive
6704,283153,"Two cars parked but not charging, a Chevy Volt and a Kia. It's like getting ice'd bit worse because you know they know...",Negative
6705,283151,4th charger in space one being reinstalled right now. ,Positive
6706,283149,It's crowded today! 4 Leafs waiting for dc charger. ,Negative
6707,283147,"The ChaDeMos were both broken as of yesterday 8/2. Please help and call it in to Blink. The number is 1-888-998-2546 and the station is called ""Linear City Development LLC - Mateo Street."" The more people who call it in, the sooner it will get fixed. Thank you.",Negative
6708,283142,"Chargers are in a side lot. The innkeeper moved his car so we could charge. The $6 charging fee may be waived if you are eating or staying at Stafford's. Helpful, friendly staff and the bay views are great!  Try the peanut butter pie.",Positive
6709,283138,"Sheetz charger was not working.   This is 1/4 mile north of Sheetz.   They have locks on the breaker box so if the place is closed,  you're screwed.",Negative
6710,283136,Started at 95 kilowatts with 15% SOC on 3A.,Positive
6711,283134,L3 charger out of order,Negative
6712,283132,Steak & Shake next door. Otherwise it's pretty slim pickings on stuff to do while recharging.,Positive
6713,283129,Charger appears to have no power.   Probably because target is closed down. ,Negative
6714,283127,"Accessible until sales folks lock up, most days around 9pm.",Positive
6715,283126,2 open chargers,Positive
6716,283125,"Nice and easy, pull right up. ",Positive
6717,283118,charging unit is not operating correctly. Could not get to function.,Negative
6718,283111,Got a warning ticket saying I was parked in a reserved/designated parking spot. So confused.,Negative
6719,283106,All chargers are up & running. ,Positive
6720,283103,Love this charger ... ,Positive
6721,283100,parked in the center space of the three chargers facing east. the center charger would not start charging. the far left charger wouldn't read my card. the far right looks like it has had it's screen recently replaced. works fine.,Negative
6722,283099,$10 fee for charging if not overnight guest. ,Positive
6723,283098,The station has been serviced and should be back to normal operation.,Positive
6724,283090,Waiting for charging,Negative
6725,283089,_x1f60e_,Positive
6726,283087,Lots of broken glass by the charger.  Don't leave anything out value in your EV.,Negative
6727,283079,Waiting to charge. ,Negative
6728,283077,It's working on the right plug.,Positive
6729,283075,"Yves, Oka  Comme c'est leur bonne habitude, Add Energie a installe les 4 bornes mais le systeme de paiement est inactif. Oubliez donc ces bornes pour le moment, cela peut etre long.",Positive
6730,283068,I saw a Tesla roadster charging here earlier. I am charging my leaf without a problem. Old SolarCity installation.,Positive
6731,283062,I am with a tesla  and was not able to use it,Negative
6732,283059,"Tried both chargers.  Both stopped after about 15min with overtemp error.  Max voltage was about 350.  At $.10 min, this is a rip-off.  This station shorts you by 10KWh/min.",Negative
6733,283057,Connector is still loose but charging. ,Positive
6734,283056,"FYI - I am not the site owner so please do not send me a message asking why it is taking so long to fix. If you are as frustrated as I am about this unit please call Blink and request an update or leave a comment with them about this. Hopefully that will put some urgency on them to fix this unit quicker. Also, please leave a comment here if you have called them. Thanks Julie",Negative
6735,283052,L2s are working now,Positive
6736,283048,"Drive in and turn left, the Tesla HPWC is right on the left wall of the store/front desk. I was charged for $5/hour.",Negative
6737,283047,"L3, someone was leaving as I got here.  working fine no errors with a back to back use.  I went from 23%-65, he went up to 70%. 24c out.",Positive
6738,283044,"Charge stations in the north parking lot are mostly offline/broken. There are two chargepoint devices with 4 charge locations. One is for handicap only. One is working.    Of the other device, one charge location has been broken for months. Calling in they can sometime get it working for a few minutes then fails and goes offline.    The other useful charge location on that same device is now not operational. The entire chargepoint unit for 2 cables does not work. It says it needs to be provisioning with chargepoint and the owner needs to do it.    Given that one of the two has been broken for months, I doubt this will get fixed any time soon.     Bottom line, out of a set of 4 charge locations in the North parking lot, only 1 is operational and its usually busy.",Negative
6739,283043,They don't have a 110 volt wall outlet and do not allow non-Telsas to charge here.  Since my Rav4 EV is a Tesla I found that discouraging.  8/3/15,Negative
6740,283042,Working great today,Positive
6741,283036,Awesome hospital to with 3 Tesla MS chargers. ,Positive
6742,283031,bonne place si sa serais une bbrc,Positive
6743,283029,could we complain if the chargers are blocked at night? pm me what plans can be done,Negative
6744,283028,can we complain about them blocking the chargers at night? its not like its free right?,Negative
6745,283027,"We are waiting for confirmation of the station's status. There may be a delay due to today's holiday. We will post an update as soon as we learn more from the site host. Thanks, Greenlots",Positive
6746,283024,Nice convenient station. Right in front of Kohl's. Short walk to Whole Foods. Shopped at WF and walked the groceries over. ,Positive
6747,283020,great store. Very clean location and courteous staff. ,Positive
6748,283018,"thanks, Nikola! I wouldn't be able to make the trip to see my folks every few weeks if it wasn't for this charging station!",Positive
6749,283017,I was able to leave it overnight and get charged.,Positive
6750,283012,Just barely made it here from State College.  Charging up for free.  Working great so far.,Positive
6751,283011,In NICU if needed x4463.   1 open spot left,Positive
6752,283008,"All three chargers were ICEd when I arrived on Friday morning, but a man, moved one of the cars immediately upon my arrival.  On Sunday afternoon, all three chargers were clear and usable.  Thanks, West Herr Nissan. The LEAF is really a great car. My GPS said it was a 118 km journey but with a 1000 foot climb in elevation.  I used 88% on the way south, and 73% home, but your EVSE stop gave me a safety margin.",Positive
6753,283007,"Il y a affluence touristique les belles fins de semaine d'©t© _ Val David (march© public du samedi, march© artisanal, animation..) et le stationnement du M©tro est pris d'assaut.  Nous avons ©t© chanceux, il y avait un p©trosaure stationn© _ la place du branchement, mais en demandant au commis _ l'entr©e, il a fait la demande de d©placer l'auto ce qui fut fait. Merci _ M©tro. De plus la recharge est gratuite.",Positive
6754,283003,"L3 is back online. Successfully charged on 8/2. L2 seems to have a fault light flashing. Also, they've posted a sign limiting the parking time to 30mins.  ",Positive
6755,283002,"Stopped by to check it out, no problem charging.",Positive
6756,283000,Used light pole outlet near front entrance to Hampton Inn. About 5 MPH rate.,Positive
6757,282996,16miles per hour rate.  Tesla. ,Negative
6758,282995,We are going through the internal process for erecting proper signage.  Please be patient. ,Positive
6759,282994,thanks silver volt,Positive
6760,282990,GD 80% charge Aug 1 and 100% charge Aug 2/15,Positive
6761,282984,"Great spot, super friendly staff, great food. ",Positive
6762,282978,Blocked by ice dealer cars again :(,Negative
6763,282973,One station is still broke,Negative
6764,282959,CHAdeMO appeared to be turned off - perhaps related to the earlier overheating errors. It was Sunday and Dealer was closed so there was no one to ask. L2 chargers still available. ,Negative
6765,282944,spark dcfc success,Positive
6766,282939,One of the stations is not charging. It looks fine but does not charge.,Negative
6767,282931,Blank screen at first did reset and charged fine,Positive
6768,282928,2014 Nissan Leaf,Positive
6769,282925,"Was able to get 40amps at 210v, has 2 nice Clipper Creek charging stations! ",Positive
6770,282923,Best Western has very nice people. Just gave me enough juice to get to TESLA super charger! ,Positive
6771,282922,The Tesla chademo adapter is available from Tesla. ,Positive
6772,282920,that is the closed quick charge  to the LADWP Quick Charge that's on riverside and hazeltine,Negative
6773,282911,"Paul,   I don't think we'll see any QC at any dealers.  The leaf just doesn't sell enough to justify a $16k machine (est from what I've read).  ",Negative
6774,282910,"Station is being upgraded to dual tomorrow (Monday) and will be out of order. Thanks, Greenlots",Negative
6775,282908,"Hotel saved charger for my Model S when I requested it with my reservation. Charging at 19mph. Slowish, but fine for overnight. Hotel very EV-friendly and even EV-enthusiastic. ",Positive
6776,282907,Would love to see a CHAdeMo charger. Please Nissan make it happen!,Negative
6777,282906,"Stopped by when in transit from Westport to Bellevue. Weekend, no parking fees. Charger station worked fine. 22 Amp, a little low, only got 21 miles out of the 75 mins I stayed in downtown to have a dinner.",Positive
6778,282905,No charger present!,Negative
6779,282904,All iced by vanpools and a Cadillac. ,Negative
6780,282903,"No good place. Plastered with signage indicating for visitors only and towing threats can be found on all walls. I was there on a weekend and the place was deserted, obviously no visitors and empty Blink stations. It would really help to be more specific as to who and when one can use those stations. ",Negative
6781,282901,"To add some context to my negative experience and add to the existing thread, the GE Wattstation is not setup yet by the looks of it. The QR code you scan, which was a pain to get recognized, takes you to a 404 page. On top of that, looking up stations on the GE Wattstation site doesn't appear to show these particular stations. The YVR economy parking terminals appear to show up though.    So, still not ready.",Negative
6782,282900,CCS combo.  Spark EV.  17 seconds for a mile of range.  Nice!  ,Positive
6783,282899,2014 Nissan Leaf - Level 3 charging ,Positive
6784,282898,Need 10 extra miles to make it to work tomorrow. #yeah ,positive
6785,282897,charging Wife's Leaf.  home charger inaccessible due to street construction.  thanks Nissan for these quick chargers.,Positive
6786,282896,Quick charge broken,Negative
6787,282893,"Using Nissan CHAdeMO. ABB unit says CCS ""output is out of order."" I'll try resetting it.",Negative
6788,282891,The Hampton Inn shares the same parking lot and they also will allow charging from the 'wall' outlets on the light poles. The hotel staff were interested in knowing more about electric vehicles.,Positive
6789,282890,Staff immediately offered to help. Very nice!,Positive
6790,282888,To qualify my last comment.. there are 2 charge stations here. One is for the public and one is for the city staff. Guy who stopped me from using the staff charger did not inform me of the public one =/,Negative
6791,282886,"An adventure to get to, especially at night, but plug is easily accessible and free 24/7.     Just follow the road until it ends. ",Positive
6792,282885,Does not appear to be a public charging station (behind locked gate today).,Negative
6793,282871,The hours for this parkade aren't everyday and aren't posted around the entrance anywhere. I'm guessing it's just weekdays.,Negative
6794,282870,Thank you Realogy! This is a charger oasis is Morris County's charger desert.,Positive
6795,282868,"Ford Focus Electric, so of course they were really nice. the first guy I talked to said the charger was locked up because service was closed. Not true, a different salesman directed me to the charger and opened the box for me.",Positive
6796,282867,"At Outlet Mall, next to a great BJ's Restaurant!",Positive
6797,282866,Level 2 taken by a Smart EV. Level 1 spot not reserved and I couldn't get it to work anyway.  ,Negative
6798,282861,"Despite the Kia charging at the combo charger when I arrived, managed to get a full charge in Spark. Took about 5 minutes for the Kia to finish, and 30 minutes to top off Sparky. Kia was still plugged in when I left. Maybe a sign would help? ""EV Parking WHILE CHARGING ONLY"" fer instance...",Positive
6799,282860,"Charger is not operational. NRG customer care said that this charger is not in their system yet so they cannot activate it over the phone. He said, it may work with the RFID card. I don't have the RFID card yet. Noticed that the Ready light is not ON. See picture. NRG, please activate this charger. Thank you!",Negative
6800,282856,"Not sure if this is true but the GL app shows this as AVAILABLE now. Somehow, the fault was cleared. Perhaps somebody who lives close could check it out?",Positive
6801,282854,"Working quite well today, 8/2/2015. ",Positive
6802,282851,Charging still free as of this evening. Grabbed 25% while eating dinner at Chili's.,Positive
6803,282847,"I don't think we were charged, except for parking fees. the sign on the l2 chargers (there are four) said they were free once activated with charge point. had to use phone app to activate.",Positive
6804,282844,"One L2 charger in good working order , the other has not work in over a month. Called charge point last month and they never sent anybody to take a look at the charging station. Looks like they just don't care.",Negative
6805,282842,"It's definitely supposed to be available 24/7.  Tesla staff say it wasn't locked by them.  Apparently there was a car accident at the gate/fence and authorities locked it up, perhaps thinking it had been locked before somebody plowed into the entrance.  This should be resolved within hours.  Fortunately the other metro Atlanta supercharging location is just 10 miles away.",Negative
6806,282840,CCS OK,Positive
6807,282838,These are no longer Blink network chargers.   They're now Chargepoint.  ,Positive
6808,282837,"This was the first time using one of these NRG stations. Yeah, hard to swallow paying at first, but it's right off the highway, it's located in an area with rest rooms and food (and retail) choices  steps away, and I went from 2 bars to 11 (nearly 12), which is generally better than I get from the dealership DCs. Needed a lunch break on a longish trip anyway, so I got lunch at the mall, which has a passable food court (Umi was tasty). Overall, it wasn't a bad $10 spent. ",Positive
6809,282835,"Have to go to PIT tonight, I called to see if it was fixed. He said he wasn't sure and couldn't check. Well then....",Negative
6810,282834,"Both stations are for our customers use.  Owners have a BMWi3 that may be plugged in, but are on the premises and more than happy to unplug for our customers use at any time.  Just ask!!",Positive
6811,282832,Chademo is down. NRG was called and they were unable to reset. Successfully used the combo instead. ,Negative
6812,282831,Cloister staff was very helpful. ,Positive
6813,282830,Looks like J plug has been removed. I did see an outlet though.,Negative
6814,282828,100A 394V,Positive
6815,282824,ChaDeMos are both broken. Charging at L2 :-/,Negative
6816,282823,Quick charger has power and I believe it is operational.  I am on my motorcycle just checking in. ,Positive
6817,282822,such a lovely spot. still only one working charger.,Positive
6818,282820,clean the lint as Nissan seem to want to,Negative
6819,282817,"System error from heat condition, I shutoff main break to system and reset it, working fine",Negative
6820,282816,also there is a porta potty a cross the rail road tracks to the left.  If you go left look for the river trail. take it to the first street turn right cross the bridge. . turn right again... sweet the bar on the right about 100 yards.  Great food and drink.   notice that with in 1000 feet of this location there are hundreds of 110 volt outlets and a good few 240 volt outlets.  This to support all the boats.,Positive
6821,282811,"Station is always ready to charge without a card not sure how long that will last, but quick charging ok!",Positive
6822,282809,Always fun watching how people react when they encounter the Do Not Enter signs nearby. ,Positive
6823,282807,Nous avons b©n©fici© une fois de plus de cet endroit diff©rent pour une courte recharge le temps de prendre possession de 2 Veco.  merci sylvain pour ta toujours grande disponibilit©. ,Positive
6824,282806,"L2 was blocked, but one of the L3 spots was open. Wasn't in my EV today, but all looked functional. ",Positive
6825,282805,"PLEASE CHECK IN PEOPLE!!!! Far too often there's someone charging on the only charger, so a trip is wasted thinking it may be free. ",Negative
6826,282802,Waiting for #1 charger be for finished. It's in use with a Ford Fusion. Hopefully they will plug me in when finished. ,Positive
6827,282800,Station 2 is powered on and back in business ,Positive
6828,282796,Was approached by a city worker.. says these chargers are only for staff vehicles. He said non-city vehicles may be ticketed.,Negative
6829,282795,I'm in second stall.,Positive
6830,282791,L2 working fine,Positive
6831,282790,Be here for 10 mins. Other spot taken by a BMW that's not even charging. Typical...,Negative
6832,282787,nice spot complete with the latest low energy-efficient LED spot lights. No Gas EV,Positive
6833,282786,Quickest charger in the area,Positive
6834,282780,error 10007 :(,Negative
6835,282779,Tesla Charger with Roadster ,Positive
6836,282778, Clipper Creek charger ,Positive
6837,282777,leaving at 5pm.,Positive
6838,282776,easy access to free chargepoint,Positive
6839,282774,365 miles an hour on 1b.  That's with another tesla plugged in.  ,Positive
6840,282773,Still charging at only 358V/50a for 58 miles per hour of charge. ,Positive
6841,282770,Why isn't Nissan on this issue? They haven't had their charger work for months. They act like it's an inconvenience. Why sell cars that you cannot even support?,Negative
6842,282768,REMOVED at change in garage management on August 1 2015.,Negative
6843,282767,I have charged here in the past... When did this station start charging? I am going to have to rethink visiting this area. :(,Negative
6844,282766,"left working, right screen not responding.",Negative
6845,282765,ICE'd but managed to access it from the 2nd spot.,Negative
6846,282764,all four units down. no power indicator lights.,Negative
6847,282761,Dual chargers... Nice location and free...,Positive
6848,282760,At quick charger,Positive
6849,282757,5 cars not charging managed to grab the last spot. ,Negative
6850,282753,nice - it's not locked any more. and good burgers too. ,Positive
6851,282752,"2 FIAT almost done charging level 3, waiting for when owners leave :) ",Positive
6852,282749,Worked great!,Positive
6853,282748,Worked great!,Positive
6854,282747,5.9 kW,Positive
6855,282745,CHADEMO ,Positive
6856,282744,"Good news and bad news: of the 12 NEMA 14-50s, 11 were padlocked and could not be used (more on that later). One was padlocked, but incorrectly, so it could be opened. I used it to charge twice (there and back). If you have the caljones, the padlocks on all of them can be easily circumvented by simply unscrewing (you can use your fingers) the bolts on the left and right side to remove the bottom panel. Since the top and bottom panel are padlocked together, you can then open the top panel and access everything inside. I am not suggesting you actually do this, just saying that it is easily doable if some evil electric vehicle driver wanted to do it.",Positive
6857,282743,"Level 2 chargers are always on, but dealer always have the two spots occupied by ice vehicles",Negative
6858,282741,"This quick charger suffers from the overheat error. However, there is a large circuit breaker handle on a nearby wall that can be used to reset it. The circuit breaker handle is labeled ""Quick Charger"". Turn it off and on and it will reset and work for a little while, maybe 30% charge in a few minutes before it overheats. I reset it and got from 70 to 97 in about 15 minutes or so. Works better to charge the high percents because it uses less amps and produces less heat.",Negative
6859,282740,Both spots taken as of 3:30pm.,Negative
6860,282739,"Friends stopped by and took pictures, the HPWC showed green now. (was red when not functional)",Positive
6861,282737,"CODA owner. 3 stations open, 2 out of service... Looks as if LAX does not care to maintain. Too bad...!",Negative
6862,282736,"Excellent EV Cruise Night with 3 Tesla Model S on site: S85, P85, & P85D, & a LEAF!",Positive
6863,282730,Getting 312/mph,Positive
6864,282729,1st floor. 2 Chargepoint stations up to 6.6kW. Free,Positive
6865,282727,Chargers are in the NE corner of the building around back. ,Positive
6866,282723,This charger is still here and works. So is it only for people working and/or doing business in this building?,Positive
6867,282719,Merci Marc pour ton accueil si chaleureux et ta prise Tesla pour 40 amp. Une agr©able discussion . Bernard et Marina,Positive
6868,282715,"If you have a Prius, Rav4, or other car with a charging port in the back, the cord doesn't reach. You can back in or park in the adjacent spot. Beware of wasps that hang out on the plug handle.",Positive
6869,282714,Easy access; level 2 if u don't have dual chargers.,Positive
6870,282712,"No gate or barriers, 24/7 for DC Quick Charge.  5 Level 2 chargers. Free, thanks Eaton!  11.8 kWh in 30 minutes.  ",Positive
6871,282711,"Screen reports 'broken'.  Call for assistance is a sit on ""terminal hold "".",Negative
6872,282710,"J1772 stations worked great -- we got ~50 miles of range during a 2 hour visit.  Two of the 4 Tesla stations (in the front lot) were out of order, apparently due to storm.",Positive
6873,282708,Tested and working OK. Location not all that useful but a walk/bike ride away from the beach.,Positive
6874,282704,"Some times the spot is taken by other cars, but the cord is fairly long and you can charge two parking spots away.",Positive
6875,282693,Close to JC Penney,Positive
6876,282690,not sure it's working.,negative
6877,282685,Still broken ,Negative
6878,282684,Worked great,Positive
6879,282683,Plugged into lvl 1. Lvl 2 finished but in another e-golf. ,positive
6880,282682,Both evgo chargers not working. Ticket for fix with no indication of when back up and running.,Negative
6881,282678,"North connector still broken, and someone else was already here, so I couldn't charge.",Negative
6882,282677,Full of spider webs but the station is online! Activated via the PlugShare app and charging OK.,Positive
6883,282672,"Working fine.  I'm actually visiting Duke Regional, but there's a bike trail from the Edison Center next door, through Rock Quarry Park, to the hospital.  It's a pleasant walk, about 3/4 of a mile.",Positive
6884,282670,I'll be back by no later than 2:45.,positive
6885,282668,123mi/hour,Positive
6886,282667,Working fast charger. ,Positive
6887,282666,merci Sylvain,Positive
6888,282663,Just got signed up with provider and didn't have card yet.  Customer service very helpful and got us all set up on quick charger.,Positive
6889,282662,Started at 2:10pm. Should be good enough an hour later or once it gets to at least 90% charge.,positive
6890,282660,Thank you Shaw Spa ,Positive
6891,282653,All 4 stations in use. ,Negative
6892,282652,"Charged at 3.5 KW, not the 6.6 KW I expected. Fee $0.04/min.",Positive
6893,282651,This charger is only available M-F during business hours after you talk with 2-3 people to activate it for you.  Then you can only charge for an hour. I don't expect Thai charger will get much if any use with these restrictions.  Too bad. I was excited that the City of Grover Beach was so progressive. It would have been great to charge while eating in local restaurants while I charge.  ,negative
6894,282650,"24/7, very convenient charger in a very convenient place for anyone travelling between DC and Pittsburgh. ",Positive
6895,282647,Great shady garage. There are actually two plugs just in case it shows up as occupied,Positive
6896,282644,strange that there are four chargers for 5 parking spots.  it started charging slowly but then picked up.  I also had to wait 20 minutes for a spot.,positive
6897,282640,"SAE Combo, worked great!",Positive
6898,282637,Security was called on greenish Ford Fusion for parking in an EV spot and not charging.  He was on the right side not even near the L2 charger.  License #7FCN240.,positive
6899,282635,This is not a 24/7 charging location since the 4 ChargePoint stalls are locked behind gates when the dealership is not open.,negative
6900,282633,"Letting me draw ""only"" 100A of the 120A spec. Maybe to protect itself from overheating?",negative
6901,282632,Thank you again SCCC. Great spot..,Positive
6902,282631,"Thanks, Mac. ",Positive
6903,282626,A long line on Sunday afternoon.,Negative
6904,282625,thank you Seminole casino,Positive
6905,282624,QC down.  Reset didn't work either,Negative
6906,282618,Charger not working,Negative
6907,282617,great thanks I will wait :),Positive
6908,282616,Nothing nearby. Have to pee and everything around us is closed on Sundays. _x1f628_,Negative
6909,282615,Waiting for open charger,Negative
6910,282614,Volt that is not even connected holding a spot,Negative
6911,282613,Silver i3. Please plug me in when you're done charging. In dire need of a charge. Thanks. ,positive
6912,282610,It charges for about 5 to 10 minutes than stops. ,Negative
6913,282605,Couldn't get broken handle to lock.,Negative
6914,282603,Correction charger is a Sun Country DS-100.,positive
6915,282602,Saved my bacon after both Bertera and NRG EVgo were down. Thanks!,Positive
6916,282601,There are 2 L2 chargers next to the L3 charger.  Charged my Volt on L2 while talking about the Leaf to a salesman and someone charged a Leaf on L3 while we spoke to the driver.,Positive
6917,282599,"Overheating fault. Looked briefly for someone to assist, and gave up.",Negative
6918,282597,"DC Charger down! Called and was told that there was a trouble ticket for it. Also, I'd signed up 2 days ago, yet I wasn't in the system! Not a good start for this vendor!",Negative
6919,282595,Level 2 chargers not working. Called & cust service said they didn't even see them in the system. :-(,Negative
6920,282592,I'll be done charging by 1:15pm. Feel free to unplug me after then...I should be back to move my car by 1:30pm. ,positive
6921,282588,Please ask Xavier to install a reserved parking sign at this unit.,positive
6922,282585,blue Fiat was plugged in but not charging...I replugged in for you. I need to charge to get home 40miles away thanks,Negative
6923,282582,In Morgantown with our new Volt to move our daughter into her apartment for the start of school at WVU. Nice  greeting from Sales Manager Gerry Raymond upon arrival. He indicated that they welcome all EV's to charge. A variety of shopping and restaurants within walking distance. EV-friendly dealership with a nice selection of Volts in-stock.,Positive
6924,282578,Here for 20 mins ,positive
6925,282574,"talked with facility mgr - asked parking spot next to EV be resrrved for EV too, unfortunatly NO , hope others can convince since some EVs & plug in hybrids often take up space without needing to charge. I do apprecuate free place to charge",negative
6926,282572,"Working fine as of 2 August 2015.  Space not marked for exclusive use by EV's and it is right next to the entrance; however, it's been available any time I've been by (parallel space alongside building).",Positive
6927,282571,Unplugged the Grey Leaf that was finished charging in order to charge. Thanks for leaving your charger port unlocked/auto._x1f44d_,positive
6928,282570,only chargepont station I've found that can charge my ev at 6.7kw!,Positive
6929,282566,Perfectly close to old-town type area with tons of restaurants. Thank you for putting this charger here!!,Positive
6930,282553,Back online. My max charge rate was 230mph from 1A but stated out with 64% soc left over from OKC supercharger ,Positive
6931,282549,Total success! Yay!,Positive
6932,282548,Working fine for me. No catches. Thanks Eaton!,Positive
6933,282547,Just checked and it's still broken ,Negative
6934,282543,$5 Charge for using Chademo worked for me just too expensive to do it again. Should be free to Leafs booo Nissan.,Negative
6935,282542,Station is out of service. ,Negative
6936,282541,"We stayed two nights and had a fantastic time. The staff was terrific, the owners were friendly and helpful, the place is well managed. We had dinner at the restaurant both nights-it was very good. The town is a lot of fun as is the beach and other outdoors things to do very close by. This is a very nice destination. We will go back. Considering we booked as a place to stay and charge on a long journey down the coast, I'd say we found a treasure.",Positive
6937,282540,iced at ccs by leaf.  open chademo. ???,Negative
6938,282539,13 miles/hour. glad to see these are functioning again. were broken for months,Positive
6939,282536,Great folks. Committed to EV and Tesla,Positive
